systematic_name	common_name	ensembl_transcript	refseq_transcript	entrez_id	cds_length	gc_content
ENSG00000188243	COMMD6	ENST00000682242.1	NM_203495.4	170622	255	0.4627
ENSG00000189306	RRP7A	ENST00000323013.7	NM_015703.5	27341	840	0.6036
ENSG00000237330	RNF223	ENST00000453464.3	NM_001205252.2	401934	747	0.7135
ENSG00000183813	CCR4	ENST00000330953.6	NM_005508.5	1233	1080	0.4824
ENSG00000179855	GIPC3	ENST00000644452.3	NM_133261.3	126326	936	0.6421
ENSG00000156876	SASS6	ENST00000287482.6	NM_194292.3	163786	1971	0.382
ENSG00000136695	IL36RN	ENST00000393200.7	NM_012275.3	26525	465	0.5785
ENSG00000170266	GLB1	ENST00000307363.10	NM_000404.4	2720	2031	0.5224
ENSG00000164983	TMEM65	ENST00000297632.8	NM_194291.3	157378	720	0.5597
ENSG00000197857	ZNF44	ENST00000355684.6	NM_016264.4	51710	1845	0.413
ENSG00000137076	TLN1	ENST00000314888.10	NM_006289.4	7094	7623	0.5738
ENSG00000172379	ARNT2	ENST00000303329.9	NM_014862.4	9915	2151	0.5439
ENSG00000102710	SUPT20H	ENST00000350612.11	NM_001014286.3	55578	2337	0.4429
ENSG00000114993	RTKN	ENST00000272430.10	NM_001015055.2	6242	1689	0.6086
ENSG00000147588	PMP2	ENST00000256103.3	NM_002677.5	5375	396	0.4318
ENSG00000164089	ETNPPL	ENST00000296486.8	NM_031279.4	64850	1497	0.4436
ENSG00000137948	BRDT	ENST00000399546.7	NM_207189.4	676	2841	0.3773
ENSG00000183172	SMDT1	ENST00000331479.4	NM_033318.5	91689	321	0.567
ENSG00000181007	ZFP82	ENST00000392161.4	NM_133466.4	284406	1596	0.4066
ENSG00000174429	ABRA	ENST00000311955.4	NM_139166.5	137735	1143	0.5468
ENSG00000147689	FAM83A	ENST00000690554.1	NM_001394396.1	84985	1302	0.6367
ENSG00000131116	ZNF428	ENST00000300811.8	NM_182498.4	126299	564	0.6489
ENSG00000124164	VAPB	ENST00000475243.6	NM_004738.5	9217	729	0.4568
ENSG00000100439	ABHD4	ENST00000428304.7	NM_022060.3	63874	1026	0.5517
ENSG00000100056	ESS2	ENST00000252137.11	NM_022719.3	8220	1428	0.6225
ENSG00000188167	TMPPE	ENST00000342462.5	NM_001039770.3	643853	1359	0.571
ENSG00000163958	ZDHHC19	ENST00000296326.8	NM_001039617.2	131540	927	0.6009
ENSG00000155090	KLF10	ENST00000285407.11	NM_005655.4	7071	1440	0.5
ENSG00000254505	CHMP4A	ENST00000347519.12	NM_014169.5	29082	666	0.503
ENSG00000115267	IFIH1	ENST00000649979.2	NM_022168.4	64135	3075	0.4124
ENSG00000188505	NCCRP1	ENST00000339852.5	NM_001001414.2	342897	825	0.6715
ENSG00000149654	CDH22	ENST00000537909.4	NM_021248.3	64405	2484	0.6622
ENSG00000169136	ATF5	ENST00000423777.7	NM_001193646.2	22809	846	0.656
ENSG00000188282	RUFY4	ENST00000697321.1	NM_198483.4	285180	1713	0.5919
ENSG00000145107	TM4SF19	ENST00000273695.4	NM_138461.4	116211	627	0.5486
ENSG00000197275	RAD54B	ENST00000336148.10	NM_012415.3	25788	2730	0.378
ENSG00000100523	DDHD1	ENST00000673822.2	NM_001160148.2	80821	2700	0.5
ENSG00000238227	TMEM250	ENST00000418388.6	NM_152833.3	90120	417	0.6595
ENSG00000101335	MYL9	ENST00000279022.7	NM_006097.5	10398	516	0.5601
ENSG00000204335	SP5	ENST00000375281.4	NM_001003845.3	389058	1194	0.7286
ENSG00000198466	ZNF587	ENST00000339656.8	NM_032828.4	84914	1725	0.4568
ENSG00000204334	ERICH2	ENST00000697325.1	NM_001290030.2	285141	1308	0.5283
ENSG00000169926	KLF13	ENST00000307145.4	NM_015995.4	51621	864	0.7419
ENSG00000131941	RHPN2	ENST00000254260.8	NM_033103.5	85415	2058	0.551
ENSG00000100151	PICK1	ENST00000356976.8	NM_012407.4	9463	1245	0.5807
ENSG00000188647	PTAR1	ENST00000340434.5	NM_001099666.2	375743	1206	0.4643
ENSG00000103569	AQP9	ENST00000219919.9	NM_020980.5	366	885	0.4893
ENSG00000147394	ZNF185	ENST00000695776.1	NM_001395254.1	7739	2166	0.5776
ENSG00000109458	GAB1	ENST00000262994.9	NM_002039.4	2549	2082	0.4529
ENSG00000125520	SLC2A4RG	ENST00000266077.5	NM_020062.4	56731	1161	0.7132
ENSG00000155827	RNF20	ENST00000389120.8	NM_019592.7	56254	2925	0.4742
ENSG00000169618	PROKR1	ENST00000303786.5	NM_138964.4	10887	1179	0.5479
ENSG00000163219	ARHGAP25	ENST00000409202.8	NM_001007231.3	9938	1938	0.5212
ENSG00000130303	BST2	ENST00000252593.7	NM_004335.4	684	540	0.5667
ENSG00000140505	CYP1A2	ENST00000343932.5	NM_000761.5	1544	1548	0.5917
ENSG00000025800	KPNA6	ENST00000373625.8	NM_012316.5	23633	1608	0.4925
ENSG00000140396	NCOA2	ENST00000452400.7	NM_006540.4	10499	4392	0.497
ENSG00000167754	KLK5	ENST00000336334.8	NM_012427.5	25818	879	0.5779
ENSG00000029559	IBSP	ENST00000226284.7	NM_004967.4	3381	951	0.4585
ENSG00000173320	STOX2	ENST00000308497.9	NM_020225.3	56977	2778	0.5356
ENSG00000101017	CD40	ENST00000372285.8	NM_001250.6	958	831	0.5451
ENSG00000138379	MSTN	ENST00000260950.5	NM_005259.3	2660	1125	0.4062
ENSG00000140522	RLBP1	ENST00000268125.10	NM_000326.5	6017	951	0.5689
ENSG00000178177	LCORL	ENST00000635767.2	NM_001394446.1	254251	5613	0.3647
ENSG00000129566	TEP1	ENST00000262715.10	NM_007110.5	7011	7881	0.561
ENSG00000165238	WNK2	ENST00000427277.7	NM_006648.4	65268	6651	0.6652
ENSG00000125630	POLR1B	ENST00000263331.10	NM_019014.6	84172	3405	0.4655
ENSG00000117298	ECE1	ENST00000374893.11	NM_001397.3	1889	2310	0.574
ENSG00000140280	LYSMD2	ENST00000267838.7	NM_153374.3	256586	645	0.5736
ENSG00000104938	CLEC4M	ENST00000327325.10	NM_014257.5	10332	1197	0.548
ENSG00000164070	HSPA4L	ENST00000296464.9	NM_014278.4	22824	2517	0.3969
ENSG00000165644	COMTD1	ENST00000372538.8	NM_144589.4	118881	786	0.7023
ENSG00000253729	PRKDC	ENST00000314191.7	NM_006904.7	5591	12384	0.4594
ENSG00000166716	ZNF592	ENST00000560079.7	NM_014630.3	9640	3801	0.5725
ENSG00000101384	JAG1	ENST00000254958.10	NM_000214.3	182	3654	0.5397
ENSG00000136371	MTHFS	ENST00000258874.4	NM_006441.4	10588	609	0.5205
ENSG00000138867	GUCD1	ENST00000435822.6	NM_001284254.2	83606	717	0.5969
ENSG00000138162	TACC2	ENST00000369005.6	NM_206862.4	10579	8844	0.5758
ENSG00000105374	NKG7	ENST00000221978.10	NM_005601.4	4818	495	0.6182
ENSG00000128917	DLL4	ENST00000249749.7	NM_019074.4	54567	2055	0.6088
ENSG00000167654	ATCAY	ENST00000450849.7	NM_033064.5	85300	1113	0.5777
ENSG00000145147	SLIT2	ENST00000504154.6	NM_004787.4	9353	4587	0.4674
ENSG00000101493	ZNF516	ENST00000443185.7	NM_014643.4	9658	3489	0.6595
ENSG00000081014	AP4E1	ENST00000261842.10	NM_007347.5	23431	3411	0.3946
ENSG00000178395	CCDC185	ENST00000366875.5	NM_152610.3	164127	1869	0.6426
ENSG00000162620	LRRIQ3	ENST00000354431.9	NM_001105659.2	127255	1872	0.3253
ENSG00000015475	BID	ENST00000622694.5	NM_001196.4	637	585	0.5846
ENSG00000198003	ODAD3	ENST00000356392.9	NM_145045.5	115948	1785	0.6011
ENSG00000187024	PTRH1	ENST00000543175.5	NM_001002913.3	138428	642	0.6838
ENSG00000125611	CHCHD5	ENST00000324913.10	NM_032309.4	84269	330	0.6242
ENSG00000162621	LRRC53	ENST00000294635.5	NM_001382280.1	105378803	3741	0.417
ENSG00000178965	ERICH3	ENST00000326665.10	NM_001002912.5	127254	4590	0.4758
ENSG00000134046	MBD2	ENST00000256429.8	NM_003927.5	8932	1233	0.5921
ENSG00000165275	TRMT10B	ENST00000297994.4	NM_144964.4	158234	948	0.4504
ENSG00000178342	KCNG2	ENST00000316249.4	NM_012283.2	26251	1398	0.7361
ENSG00000204577	LILRB3	ENST00000445347.2	NM_006864.4	11025	1893	0.6064
ENSG00000101333	PLCB4	ENST00000378473.9	NM_001377142.1	5332	3618	0.424
ENSG00000129474	AJUBA	ENST00000262713.7	NM_032876.6	84962	1614	0.6394
ENSG00000101596	SMCHD1	ENST00000320876.11	NM_015295.3	23347	6015	0.3874
ENSG00000163803	PLB1	ENST00000327757.10	NM_153021.5	151056	4374	0.5421
ENSG00000161010	MRNIP	ENST00000292586.11	NM_016175.4	51149	1029	0.5705
ENSG00000053770	AP5M1	ENST00000261558.8	NM_018229.4	55745	1470	0.3959
ENSG00000243708	PLA2G4B	ENST00000458483.4	NM_001114633.2	100137049	2343	0.6116
ENSG00000137801	THBS1	ENST00000260356.6	NM_003246.4	7057	3510	0.547
ENSG00000180008	SOCS4	ENST00000555846.2	NM_199421.2	122809	1320	0.4038
ENSG00000104435	STMN2	ENST00000220876.12	NM_007029.4	11075	537	0.4804
ENSG00000196642	RABL6	ENST00000311502.12	NM_024718.5	55684	2187	0.6273
ENSG00000079134	THOC1	ENST00000261600.11	NM_005131.3	9984	1971	0.3978
ENSG00000080824	HSP90AA1	ENST00000216281.13	NM_005348.4	3320	2196	0.4217
ENSG00000154358	OBSCN	ENST00000680850.1	NM_001386125.1	84033	26775	0.6413
ENSG00000189013	KIR2DL4	ENST00000345540.10	NM_001080770.2	3805	1026	0.5487
ENSG00000140368	PSTPIP1	ENST00000558012.6	NM_003978.5	9051	1248	0.605
ENSG00000178860	MSC	ENST00000325509.5	NM_005098.4	9242	618	0.6715
ENSG00000100422	CERK	ENST00000216264.13	NM_022766.6	64781	1611	0.5717
ENSG00000155897	ADCY8	ENST00000286355.10	NM_001115.3	114	3753	0.5348
ENSG00000147065	MSN	ENST00000360270.7	NM_002444.3	4478	1731	0.5315
ENSG00000164106	SCRG1	ENST00000296506.8	NM_007281.4	11341	294	0.4422
ENSG00000151612	ZNF827	ENST00000508784.6	NM_001306215.2	152485	3243	0.5254
ENSG00000163806	SPDYA	ENST00000334056.10	NM_182756.4	245711	939	0.3845
ENSG00000188921	HACD4	ENST00000495827.3	NM_001010915.5	401494	696	0.3966
ENSG00000157303	SUSD3	ENST00000375472.8	NM_145006.4	203328	765	0.6405
ENSG00000169490	TM2D2	ENST00000456397.7	NM_078473.3	83877	642	0.5187
ENSG00000131089	ARHGEF9	ENST00000671741.2	NM_001353921.2	23229	1569	0.5067
ENSG00000188493	ACTMAP	ENST00000378313.7	NM_198476.5	284325	1053	0.6325
ENSG00000239605	STPG4	ENST00000445927.7	NM_001163561.2	285051	744	0.4462
ENSG00000100376	FAM118A	ENST00000441876.7	NM_017911.4	55007	1071	0.5331
ENSG00000177182	CLVS1	ENST00000325897.5	NM_173519.3	157807	1062	0.4708
ENSG00000148408	CACNA1B	ENST00000371372.6	NM_000718.4	774	7017	0.6054
ENSG00000134030	CTIF	ENST00000256413.8	NM_014772.3	9811	1794	0.6087
ENSG00000135905	DOCK10	ENST00000258390.12	NM_014689.3	55619	6558	0.4407
ENSG00000160007	ARHGAP35	ENST00000672722.1	NM_004491.5	2909	4497	0.4774
ENSG00000147596	PRDM14	ENST00000276594.3	NM_024504.4	63978	1713	0.5382
ENSG00000103769	RAB11A	ENST00000261890.7	NM_004663.5	8766	648	0.4213
ENSG00000197951	ZNF71	ENST00000599599.7	NM_001370215.1	58491	1647	0.6163
ENSG00000100483	VCPKMT	ENST00000395860.7	NM_024558.3	79609	687	0.4672
ENSG00000131127	ZNF141	ENST00000240499.8	NM_003441.4	7700	1422	0.3819
ENSG00000123154	WDR83	ENST00000418543.8	NM_001099737.3	84292	945	0.6201
ENSG00000147601	TERF1	ENST00000276603.10	NM_017489.3	7013	1317	0.4396
ENSG00000119705	SLIRP	ENST00000557342.6	NM_031210.6	81892	327	0.4648
ENSG00000171766	GATM	ENST00000396659.8	NM_001482.3	2628	1269	0.4823
ENSG00000088926	F11	ENST00000403665.7	NM_000128.4	2160	1875	0.4592
ENSG00000176853	FAM91A1	ENST00000334705.12	NM_144963.4	157769	2514	0.4181
ENSG00000175985	PLEKHD1	ENST00000322564.9	NM_001161498.2	400224	1518	0.5731
ENSG00000172590	MRPL52	ENST00000397496.7	NM_180982.3	122704	366	0.5683
ENSG00000243811	APOBEC3D	ENST00000216099.13	NM_152426.4	140564	1158	0.5104
ENSG00000105583	WDR83OS	ENST00000596731.7	NM_016145.4	51398	318	0.5629
ENSG00000183963	SMTN	ENST00000333137.12	NM_134269.3	6525	2745	0.639
ENSG00000160161	CILP2	ENST00000291495.5	NM_153221.2	148113	3468	0.6828
ENSG00000205639	MFSD2B	ENST00000338315.6	NM_001346880.2	388931	1512	0.6224
ENSG00000177943	MAMDC4	ENST00000317446.7	NM_206920.3	158056	3411	0.6705
ENSG00000187116	LILRA5	ENST00000432233.8	NM_021250.4	353514	897	0.592
ENSG00000023608	SNAPC1	ENST00000216294.5	NM_003082.4	6617	1104	0.3976
ENSG00000161016	RPL8	ENST00000528957.6	NM_001317782.2	6132	771	0.6096
ENSG00000103740	ACSBG1	ENST00000258873.9	NM_015162.5	23205	2172	0.5783
ENSG00000163026	WDCP	ENST00000295148.9	NM_025203.3	80304	2163	0.4424
ENSG00000197408	CYP2B6	ENST00000324071.10	NM_000767.5	1555	1473	0.5363
ENSG00000119782	FKBP1B	ENST00000380986.9	NM_004116.5	2281	324	0.537
ENSG00000170270	GON7	ENST00000306954.5	NM_032490.5	84520	300	0.5633
ENSG00000177994	CIMIP6	ENST00000398634.7	NM_001100396.2	129852	861	0.4204
ENSG00000104881	PPP1R13L	ENST00000360957.10	NM_006663.4	10848	2484	0.6904
ENSG00000092201	SUPT16H	ENST00000216297.7	NM_007192.4	11198	3141	0.4368
ENSG00000080644	CHRNA3	ENST00000326828.6	NM_000743.5	1136	1515	0.5234
ENSG00000109265	CRACD	ENST00000682029.1	NM_001393381.1	57482	3699	0.6056
ENSG00000214595	EML6	ENST00000356458.8	NM_001039753.4	400954	5874	0.4908
ENSG00000165060	FXN	ENST00000484259.3	NM_000144.5	2395	630	0.5492
ENSG00000198753	PLXNB3	ENST00000361971.10	NM_005393.3	5365	5727	0.6541
ENSG00000101670	LIPG	ENST00000261292.9	NM_006033.4	9388	1500	0.5287
ENSG00000155629	PIK3AP1	ENST00000339364.10	NM_152309.3	118788	2415	0.5433
ENSG00000185442	FAM174B	ENST00000327355.6	NM_207446.3	400451	477	0.6604
ENSG00000183598	H3C13	ENST00000331491.2	NM_001123375.3	653604	408	0.6789
ENSG00000184260	H2AC20	ENST00000331380.4	NM_003517.3	8338	387	0.6331
ENSG00000184270	H2AC21	ENST00000331128.6	NM_175065.3	317772	390	0.6333
ENSG00000176101	SSNA1	ENST00000322310.10	NM_003731.3	8636	357	0.6134
ENSG00000170128	GPR25	ENST00000304244.5	NM_005298.4	2848	1083	0.7285
ENSG00000170088	TMEM192	ENST00000306480.11	NM_001100389.2	201931	813	0.4465
ENSG00000156795	NTAQ1	ENST00000287387.7	NM_018024.3	55093	615	0.4602
ENSG00000196990	FAM163B	ENST00000673969.1	NM_001080515.3	642968	498	0.6707
ENSG00000116852	KIF21B	ENST00000461742.7	NM_001252102.2	23046	4869	0.5999
ENSG00000134146	DPH6	ENST00000256538.9	NM_080650.4	89978	801	0.417
ENSG00000144233	AMMECR1L	ENST00000272647.10	NM_001199140.2	83607	930	0.5097
ENSG00000168884	TNIP2	ENST00000315423.12	NM_024309.4	79155	1287	0.6309
ENSG00000078142	PIK3C3	ENST00000262039.9	NM_002647.4	5289	2661	0.416
ENSG00000186130	ZBTB6	ENST00000373659.4	NM_006626.6	10773	1272	0.4057
ENSG00000138604	GLCE	ENST00000261858.7	NM_015554.3	26035	1851	0.436
ENSG00000108242	CYP2C18	ENST00000285979.11	NM_000772.3	1562	1470	0.4633
ENSG00000156052	GNAQ	ENST00000286548.9	NM_002072.5	2776	1077	0.4773
ENSG00000145242	EPHA5	ENST00000613740.5	NM_001281766.3	2044	3048	0.4715
ENSG00000183741	CBX6	ENST00000407418.8	NM_014292.5	23466	1236	0.6764
ENSG00000213996	TM6SF2	ENST00000389363.5	NM_001001524.3	53345	1131	0.5897
ENSG00000177108	ZDHHC22	ENST00000319374.4	NM_174976.2	283576	789	0.635
ENSG00000157734	SNX22	ENST00000325881.9	NM_024798.3	79856	579	0.6235
ENSG00000165997	ARL5B	ENST00000377275.4	NM_178815.5	221079	537	0.4153
ENSG00000134330	IAH1	ENST00000497473.6	NM_001039613.3	285148	744	0.4946
ENSG00000027001	MIPEP	ENST00000382172.4	NM_005932.4	4285	2139	0.4698
ENSG00000008735	MAPK8IP2	ENST00000329492.6	NM_012324.6	23542	2472	0.6865
ENSG00000100697	DICER1	ENST00000343455.8	NM_177438.3	23405	5766	0.4272
ENSG00000165650	PDZD8	ENST00000334464.7	NM_173791.5	118987	3462	0.4841
ENSG00000089289	IGBP1	ENST00000356413.5	NM_001551.3	3476	1017	0.4867
ENSG00000071894	CPSF1	ENST00000616140.2	NM_013291.3	29894	4329	0.6244
ENSG00000165115	KIF27	ENST00000297814.7	NM_017576.4	55582	4203	0.4054
ENSG00000167173	C15orf39	ENST00000394987.5	NM_015492.5	56905	3141	0.6364
ENSG00000188993	LRRC66	ENST00000682860.1	NM_001024611.3	339977	2640	0.4761
ENSG00000188293	IGFL1	ENST00000437936.2	NM_198541.2	374918	330	0.5788
ENSG00000151468	CCDC3	ENST00000378825.5	NM_031455.4	83643	810	0.6383
ENSG00000035720	STAP1	ENST00000265404.7	NM_012108.4	26228	885	0.4158
ENSG00000083807	SLC27A5	ENST00000263093.7	NM_012254.3	10998	2070	0.6319
ENSG00000167216	KATNAL2	ENST00000683218.1	NM_001387690.1	83473	1614	0.4839
ENSG00000137441	FGFBP2	ENST00000259989.7	NM_031950.4	83888	669	0.6039
ENSG00000166035	LIPC	ENST00000299022.10	NM_000236.3	3990	1497	0.5244
ENSG00000151150	ANK3	ENST00000280772.7	NM_020987.5	288	13131	0.4472
ENSG00000196782	MAML3	ENST00000509479.6	NM_018717.5	55534	3414	0.5641
ENSG00000179222	MAGED1	ENST00000326587.12	NM_006986.4	9500	2334	0.548
ENSG00000168916	ZNF608	ENST00000513986.2	NM_020747.3	57507	4536	0.513
ENSG00000163395	IGFN1	ENST00000335211.9	NM_001164586.2	91156	11124	0.5681
ENSG00000109158	GABRA4	ENST00000264318.4	NM_000809.4	2557	1662	0.4326
ENSG00000130203	APOE	ENST00000252486.9	NM_000041.4	348	951	0.7003
ENSG00000168505	GBX2	ENST00000306318.5	NM_001485.4	2637	1044	0.6715
ENSG00000137054	POLR1E	ENST00000377798.9	NM_022490.4	64425	1257	0.4869
ENSG00000197057	DTHD1	ENST00000639862.2	NM_001170700.3	401124	2718	0.4132
ENSG00000157985	AGAP1	ENST00000304032.13	NM_001037131.3	116987	2571	0.5823
ENSG00000203943	SAMD13	ENST00000394834.8	NM_001134663.2	148418	306	0.4183
ENSG00000166479	TMX3	ENST00000299608.7	NM_019022.5	54495	1362	0.3987
ENSG00000074266	EED	ENST00000263360.11	NM_003797.5	8726	1323	0.4051
ENSG00000109189	USP46	ENST00000441222.8	NM_022832.4	64854	1098	0.4299
ENSG00000185340	GAS2L1	ENST00000616432.5	NM_001362985.3	10634	2043	0.6916
ENSG00000139746	RBM26	ENST00000438737.3	NM_001366735.2	64062	3021	0.43
ENSG00000174529	TMEM81	ENST00000367167.4	NM_203376.2	388730	765	0.4928
ENSG00000143768	LEFTY2	ENST00000366820.10	NM_003240.5	7044	1098	0.6903
ENSG00000130518	IQCN	ENST00000392413.5	NM_001145304.2	80726	4101	0.6257
ENSG00000148308	GTF3C5	ENST00000372097.10	NM_012087.4	9328	1557	0.5812
ENSG00000254858	MPV17L2	ENST00000599612.3	NM_032683.3	84769	618	0.6424
ENSG00000165782	PIP4P1	ENST00000250489.9	NM_144568.4	90809	831	0.5716
ENSG00000163293	NIPAL1	ENST00000295461.10	NM_207330.3	152519	1230	0.4366
ENSG00000141433	ADCYAP1	ENST00000450565.8	NM_001099733.2	116	528	0.6553
ENSG00000063322	MED29	ENST00000315588.11	NM_017592.4	55588	600	0.5933
ENSG00000187010	RHD	ENST00000328664.9	NM_016124.6	6007	1251	0.5372
ENSG00000109193	SULT1E1	ENST00000226444.4	NM_005420.3	6783	882	0.3787
ENSG00000237440	ZNF737	ENST00000427401.9	NM_001159293.2	100129842	1608	0.4011
ENSG00000141642	ELAC1	ENST00000269466.8	NM_018696.3	55520	1089	0.4646
ENSG00000171951	SCG2	ENST00000305409.3	NM_003469.5	7857	1851	0.4506
ENSG00000188000	OR7D2	ENST00000641288.2	NM_175883.4	162998	936	0.4968
ENSG00000169271	HSPB3	ENST00000302005.3	NM_006308.3	8988	450	0.5
ENSG00000105609	LILRB5	ENST00000449561.3	NM_001081442.3	10990	1773	0.6136
ENSG00000164283	ESM1	ENST00000381405.5	NM_007036.5	11082	552	0.5417
ENSG00000153563	CD8A	ENST00000283635.8	NM_001768.7	925	705	0.6525
ENSG00000129493	HEATR5A	ENST00000543095.7	NM_015473.4	25938	6138	0.4356
ENSG00000185721	DRG1	ENST00000331457.9	NM_004147.4	4733	1101	0.4587
ENSG00000113088	GZMK	ENST00000231009.3	NM_002104.3	3003	792	0.4508
ENSG00000101745	ANKRD12	ENST00000262126.9	NM_015208.5	23253	6186	0.3611
ENSG00000137504	CREBZF	ENST00000527447.2	NM_001039618.4	58487	1062	0.6591
ENSG00000145649	GZMA	ENST00000274306.7	NM_006144.4	3001	786	0.4389
ENSG00000164287	CDC20B	ENST00000381375.7	NM_001170402.1	166979	1557	0.4933
ENSG00000177380	PPFIA3	ENST00000334186.9	NM_003660.4	8541	3582	0.6295
ENSG00000234602	MCIDAS	ENST00000513312.3	NM_001190787.3	345643	1155	0.6459
ENSG00000137809	ITGA11	ENST00000315757.9	NM_001004439.2	22801	3564	0.5679
ENSG00000171564	FGB	ENST00000302068.9	NM_005141.5	2244	1473	0.4474
ENSG00000185013	NT5C1B	ENST00000304081.9	NM_033253.4	93034	1650	0.5358
ENSG00000189403	HMGB1	ENST00000341423.10	NM_002128.7	3146	645	0.4388
ENSG00000085415	SEH1L	ENST00000399892.7	NM_001013437.2	81929	1263	0.4624
ENSG00000233757	ZNF892	ENST00000425953.6	NM_001395961.1	344065	1566	0.4425
ENSG00000100319	ZMAT5	ENST00000344318.4	NM_001003692.2	55954	510	0.6078
ENSG00000187833	C2orf78	ENST00000409561.2	NM_001080474.3	388960	2766	0.4801
ENSG00000173699	SPATA3	ENST00000433428.7	NM_139073.5	130560	576	0.5851
ENSG00000135069	PSAT1	ENST00000376588.4	NM_058179.4	29968	1110	0.4676
ENSG00000133980	VRTN	ENST00000256362.5	NM_018228.3	55237	2106	0.6311
ENSG00000081059	TCF7	ENST00000342854.10	NM_003202.5	6932	1152	0.645
ENSG00000100836	PABPN1	ENST00000216727.9	NM_004643.4	8106	918	0.6253
ENSG00000288658	RNF228	ENST00000678139.2	NM_001395871.1	122319436	1035	0.7681
ENSG00000171817	ZNF540	ENST00000316433.9	NM_001172225.3	163255	1980	0.3783
ENSG00000169758	TMEM266	ENST00000388942.9	NM_152335.5	123591	1569	0.5844
ENSG00000056050	HPF1	ENST00000393381.3	NM_017867.3	54969	1038	0.395
ENSG00000115760	BIRC6	ENST00000421745.7	NM_016252.4	57448	14571	0.4361
ENSG00000183955	KMT5A	ENST00000402868.8	NM_020382.7	387893	1056	0.5445
ENSG00000099814	CEP170B	ENST00000414716.8	NM_001112726.3	283638	4662	0.672
ENSG00000145476	CYP4V2	ENST00000378802.5	NM_207352.4	285440	1575	0.4749
ENSG00000198538	ZNF28	ENST00000457749.7	NM_006969.5	7576	2154	0.3997
ENSG00000100280	AP1B1	ENST00000357586.7	NM_001127.4	162	2847	0.5831
ENSG00000265681	RPL17	ENST00000580261.6	NM_001035006.5	6139	552	0.4601
ENSG00000099810	MTAP	ENST00000644715.2	NM_002451.4	4507	849	0.4806
ENSG00000127666	TICAM1	ENST00000248244.6	NM_182919.4	148022	2136	0.639
ENSG00000161270	NPHS1	ENST00000378910.10	NM_004646.4	4868	3723	0.6197
ENSG00000179331	RAB39A	ENST00000320578.3	NM_017516.3	54734	651	0.4808
ENSG00000214575	CPEB1	ENST00000684509.1	NM_001365242.1	64506	1764	0.5227
ENSG00000155275	TRMT44	ENST00000389737.5	NM_152544.3	152992	2271	0.557
ENSG00000168209	DDIT4	ENST00000307365.4	NM_019058.4	54541	696	0.6523
ENSG00000100804	PSMB5	ENST00000361611.11	NM_002797.5	5693	789	0.564
ENSG00000151224	MAT1A	ENST00000372213.8	NM_000429.3	4143	1185	0.5722
ENSG00000139597	N4BP2L1	ENST00000380130.7	NM_052818.3	90634	729	0.4938
ENSG00000164294	GPX8	ENST00000503787.6	NM_001008397.4	493869	627	0.4258
ENSG00000124406	ATP8A1	ENST00000381668.9	NM_006095.2	10396	3492	0.4244
ENSG00000066735	KIF26A	ENST00000423312.7	NM_015656.2	26153	5646	0.7058
ENSG00000178996	SNX18	ENST00000381410.5	NM_001102575.2	112574	1872	0.6384
ENSG00000164902	PHAX	ENST00000297540.5	NM_032177.4	51808	1182	0.4323
ENSG00000113494	PRLR	ENST00000618457.5	NM_000949.7	5618	1866	0.4866
ENSG00000077420	APBB1IP	ENST00000376236.9	NM_019043.4	54518	1998	0.521
ENSG00000136156	ITM2B	ENST00000647800.2	NM_021999.5	9445	798	0.4348
ENSG00000258289	CHURC1	ENST00000549115.7	NM_001386928.1	91612	336	0.4167
ENSG00000136930	PSMB7	ENST00000259457.8	NM_002799.4	5695	831	0.5006
ENSG00000189377	CXCL17	ENST00000601181.6	NM_198477.3	284340	357	0.5098
ENSG00000151327	FAM177A1	ENST00000280987.9	NM_173607.5	283635	708	0.4675
ENSG00000105697	HAMP	ENST00000222304.5	NM_021175.4	57817	252	0.6032
ENSG00000188738	FSIP2	ENST00000424728.6	NM_173651.4	401024	20721	0.3482
ENSG00000152782	PANK1	ENST00000307534.10	NM_148977.3	53354	1383	0.5264
ENSG00000102531	FNDC3A	ENST00000492622.6	NM_001079673.2	22862	3594	0.429
ENSG00000260001	TGFBR3L	ENST00000713907.1	NM_001419781.1	100507588	876	0.7671
ENSG00000178229	ZNF543	ENST00000321545.5	NM_213598.4	125919	1800	0.4867
ENSG00000128881	TTBK2	ENST00000267890.11	NM_173500.4	146057	3732	0.4716
ENSG00000261221	ZNF865	ENST00000568956.2	NM_001195605.2	100507290	3177	0.7202
ENSG00000165807	PPP1R36	ENST00000298705.6	NM_172365.3	145376	1266	0.4321
ENSG00000197487	GALP	ENST00000357330.7	NM_033106.4	85569	348	0.592
ENSG00000144410	CPO	ENST00000272852.4	NM_173077.3	130749	1122	0.4581
ENSG00000100314	CABP7	ENST00000216144.4	NM_182527.3	164633	645	0.5876
ENSG00000138193	PLCE1	ENST00000371380.8	NM_016341.4	51196	6906	0.4629
ENSG00000182307	C8orf33	ENST00000331434.7	NM_023080.3	65265	687	0.5866
ENSG00000100220	RTCB	ENST00000216038.6	NM_014306.5	51493	1515	0.4931
ENSG00000167644	C19orf33	ENST00000301246.10	NM_033520.3	64073	318	0.6321
ENSG00000183733	FIGLA	ENST00000332372.6	NM_001004311.3	344018	657	0.5556
