systematic_name	common_name	ensembl_transcript	cds_length	gc_content
ENSMUSG00000033147	Slc22a15	ENSMUST00000106928	1632	0.519
ENSMUSG00000047694	Yipf6	ENSMUST00000054697	708	0.4661
ENSMUSG00000026587	Astn1	ENSMUST00000193042	3906	0.5397
ENSMUSG00000071713	Csf2rb	ENSMUST00000230264	2688	0.5651
ENSMUSG00000035357	Pdzrn3	ENSMUST00000075994	3189	0.5908
ENSMUSG00000048078	Tenm4	ENSMUST00000107165	8499	0.5579
ENSMUSG00000022685	Parn	ENSMUST00000058884	1872	0.4653
ENSMUSG00000028536	2610528J11Rik	ENSMUST00000106367	333	0.6186
ENSMUSG00000031216	Stard8	ENSMUST00000036606	3057	0.5679
ENSMUSG00000074480	Mex3a	ENSMUST00000172699	1560	0.6577
ENSMUSG00000048540	Nhlh2	ENSMUST00000196324	405	0.6593
ENSMUSG00000004085	Map3k20	ENSMUST00000090824	2406	0.4975
ENSMUSG00000050854	Tmem125	ENSMUST00000060214	648	0.6265
ENSMUSG00000030075	Cntn3	ENSMUST00000203619	3084	0.4598
ENSMUSG00000008601	Rab25	ENSMUST00000008745	639	0.5696
ENSMUSG00000095567	Noc2l	ENSMUST00000179543	2250	0.5644
ENSMUSG00000014243	Zswim7	ENSMUST00000072916	456	0.5307
ENSMUSG00000025235	Bbs4	ENSMUST00000026265	1560	0.4731
ENSMUSG00000028062	Lamtor2	ENSMUST00000029698	375	0.56
ENSMUSG00000055546	Timd4	ENSMUST00000068877	1029	0.5024
ENSMUSG00000031217	Efnb1	ENSMUST00000052839	1035	0.5739
ENSMUSG00000027506	Tpd52	ENSMUST00000094381	741	0.5061
ENSMUSG00000034403	Pja1	ENSMUST00000113792	1734	0.5588
ENSMUSG00000046697	Enpp7	ENSMUST00000092373	1338	0.5508
ENSMUSG00000019969	Psen1	ENSMUST00000041806	1401	0.5025
ENSMUSG00000084786	Ubl5	ENSMUST00000161882	339	0.469
ENSMUSG00000022682	Rrn3	ENSMUST00000023363	1968	0.4558
ENSMUSG00000028730	Cfap57	ENSMUST00000071972	3747	0.4999
ENSMUSG00000025577	Cbx2	ENSMUST00000026662	1557	0.6089
ENSMUSG00000071719	Nalf2	ENSMUST00000096363	1413	0.6178
ENSMUSG00000067599	Klra7	ENSMUST00000032286	840	0.4131
ENSMUSG00000059327	Eda	ENSMUST00000113779	1173	0.5908
ENSMUSG00000035694	Caps2	ENSMUST00000170013	1776	0.4516
ENSMUSG00000023041	Krt6b	ENSMUST00000023786	1662	0.5626
ENSMUSG00000038127	Ccdc50	ENSMUST00000239351	1440	0.4931
ENSMUSG00000035112	Wnk4	ENSMUST00000103108	3666	0.5933
ENSMUSG00000035493	Tgfbi	ENSMUST00000045173	2049	0.5427
ENSMUSG00000058351	Uqcc5	ENSMUST00000203261	306	0.4706
ENSMUSG00000058354	Krt6a	ENSMUST00000023788	1659	0.5624
ENSMUSG00000021996	Esd	ENSMUST00000176957	885	0.4701
ENSMUSG00000028729	Ebna1bp2	ENSMUST00000030501	918	0.5218
ENSMUSG00000020657	Dnajc27	ENSMUST00000020986	819	0.4872
ENSMUSG00000062859	Tcp11	ENSMUST00000042692	1701	0.602
ENSMUSG00000061527	Krt5	ENSMUST00000023709	1740	0.5782
ENSMUSG00000032410	Xrn1	ENSMUST00000034981	5169	0.4289
ENSMUSG00000042507	Mideas	ENSMUST00000110294	3267	0.6015
ENSMUSG00000062154	Cimip4	ENSMUST00000165170	798	0.5564
ENSMUSG00000046916	Myct1	ENSMUST00000051809	564	0.5603
ENSMUSG00000020354	Sgcd	ENSMUST00000077221	867	0.4729
ENSMUSG00000019772	Vip	ENSMUST00000019906	513	0.4815
ENSMUSG00000043698	Or13p10	ENSMUST00000213189	945	0.4836
ENSMUSG00000043383	Or13p4	ENSMUST00000216226	945	0.5175
ENSMUSG00000035681	Kcnc2	ENSMUST00000092175	1926	0.5467
ENSMUSG00000046790	Or13p3	ENSMUST00000214131	936	0.484
ENSMUSG00000017188	Coa3	ENSMUST00000017332	324	0.5864
ENSMUSG00000055612	Cdca7	ENSMUST00000102691	1146	0.5218
ENSMUSG00000070821	Or13p8	ENSMUST00000217334	945	0.4656
ENSMUSG00000025578	Cbx8	ENSMUST00000026663	1086	0.5893
ENSMUSG00000070820	Or13p5	ENSMUST00000217522	945	0.491
ENSMUSG00000095218	Or10ak14	ENSMUST00000214922	945	0.4783
ENSMUSG00000051879	Krt71	ENSMUST00000023710	1572	0.5732
ENSMUSG00000072946	Ptgr2	ENSMUST00000123614	1053	0.4805
ENSMUSG00000111159	Or10ak13	ENSMUST00000077247	945	0.491
ENSMUSG00000019773	Fbxo5	ENSMUST00000019907	1263	0.4671
ENSMUSG00000066061	Or10ak12	ENSMUST00000219094	1005	0.4786
ENSMUSG00000110947	Or10ak11	ENSMUST00000076019	951	0.4921
ENSMUSG00000044986	Tst	ENSMUST00000058659	891	0.5903
ENSMUSG00000073769	Or10ak9	ENSMUST00000106360	951	0.4911
ENSMUSG00000074748	Atxn7l3b	ENSMUST00000099276	291	0.5979
ENSMUSG00000042298	Ttc19	ENSMUST00000050646	1095	0.5269
ENSMUSG00000073768	Or10ak16	ENSMUST00000106361	945	0.4825
ENSMUSG00000096705	Or10ak8	ENSMUST00000071979	939	0.4952
ENSMUSG00000019774	Mtrf1l	ENSMUST00000019908	1119	0.521
ENSMUSG00000071711	Mpst	ENSMUST00000043865	891	0.6229
ENSMUSG00000111259	Or10ak7	ENSMUST00000215312	945	0.4974
ENSMUSG00000024903	Lao1	ENSMUST00000058651	1569	0.5386
ENSMUSG00000072718	Klra10	ENSMUST00000112020	798	0.3797
ENSMUSG00000030077	Chl1	ENSMUST00000066905	3627	0.4406
ENSMUSG00000056605	Krt72	ENSMUST00000071104	1560	0.5782
ENSMUSG00000019775	Rgs17	ENSMUST00000064225	690	0.4783
ENSMUSG00000060508	Nlrp9b	ENSMUST00000073151	3009	0.4217
ENSMUSG00000028645	Slc2a1	ENSMUST00000030398	1476	0.5691
ENSMUSG00000014850	Msh3	ENSMUST00000185852	3285	0.4615
ENSMUSG00000063661	Krt73	ENSMUST00000063292	1617	0.5665
ENSMUSG00000026740	Dnajc1	ENSMUST00000091418	1656	0.4746
ENSMUSG00000071547	Nt5dc2	ENSMUST00000227096	1659	0.5877
ENSMUSG00000078653	Cntd1	ENSMUST00000103107	1002	0.513
ENSMUSG00000064201	Krt2	ENSMUST00000023712	2121	0.5615
ENSMUSG00000031220	Awat2	ENSMUST00000033567	999	0.5065
ENSMUSG00000027861	Casq2	ENSMUST00000165540	1254	0.4769
ENSMUSG00000050663	Trhde	ENSMUST00000239411	3198	0.4834
ENSMUSG00000039989	Cbx4	ENSMUST00000026665	1653	0.6158
ENSMUSG00000030539	Sema4b	ENSMUST00000032754	2469	0.5792
ENSMUSG00000046834	Krt1	ENSMUST00000023790	1911	0.5526
ENSMUSG00000022681	Ntan1	ENSMUST00000023362	930	0.4753
ENSMUSG00000051582	Otud6a	ENSMUST00000060241	870	0.5644
ENSMUSG00000039976	Tbc1d16	ENSMUST00000036113	2298	0.5979
ENSMUSG00000031012	Cask	ENSMUST00000115438	2760	0.4558
ENSMUSG00000067594	Krt77	ENSMUST00000087996	1716	0.5583
ENSMUSG00000032624	Eml4	ENSMUST00000096766	2964	0.4561
ENSMUSG00000008604	Ubqln4	ENSMUST00000008748	1788	0.5928
ENSMUSG00000045268	Zfp691	ENSMUST00000052715	849	0.5736
ENSMUSG00000027620	Rbm39	ENSMUST00000109587	1590	0.4283
ENSMUSG00000026620	Mark1	ENSMUST00000027929	2385	0.5266
ENSMUSG00000006764	Tph2	ENSMUST00000006949	1464	0.5014
ENSMUSG00000061859	Patj	ENSMUST00000238306	5574	0.509
ENSMUSG00000020654	Adcy3	ENSMUST00000127756	3435	0.5616
ENSMUSG00000075402	Krt76	ENSMUST00000100179	1782	0.5595
ENSMUSG00000035086	Becn1	ENSMUST00000130916	1344	0.5186
ENSMUSG00000020130	Tbc1d15	ENSMUST00000020339	2013	0.4406
ENSMUSG00000069114	Zbtb10	ENSMUST00000155203	2583	0.5269
ENSMUSG00000021707	Dhfr	ENSMUST00000022218	561	0.4439
ENSMUSG00000068015	Lrch1	ENSMUST00000088970	2127	0.5303
ENSMUSG00000059668	Krt4	ENSMUST00000023797	1575	0.553
ENSMUSG00000095201	Vmn1r91	ENSMUST00000165330	921	0.4289
ENSMUSG00000041355	Ssr2	ENSMUST00000192495	555	0.5441
ENSMUSG00000096152	Vmn1r240	ENSMUST00000079099	921	0.4321
ENSMUSG00000026155	Smap1	ENSMUST00000027339	1320	0.4879
ENSMUSG00000096164	Vmn1r93	ENSMUST00000098747	963	0.4174
ENSMUSG00000063672	Nkx6-3	ENSMUST00000071588	786	0.6298
ENSMUSG00000021540	Smad5	ENSMUST00000069557	1395	0.4824
ENSMUSG00000022523	Fgf12	ENSMUST00000100024	729	0.5117
ENSMUSG00000094011	Vmn1r94	ENSMUST00000164526	915	0.4219
ENSMUSG00000094735	Vmn1r95	ENSMUST00000168984	921	0.43
ENSMUSG00000031545	Gpat4	ENSMUST00000167004	1368	0.4963
ENSMUSG00000061397	Krt79	ENSMUST00000023799	1593	0.575
ENSMUSG00000094298	Vmn1r241	ENSMUST00000169774	921	0.4289
ENSMUSG00000094757	Vmn1r242	ENSMUST00000168580	918	0.4292
ENSMUSG00000109166	Gm5890	ENSMUST00000190145	915	0.4896
ENSMUSG00000095745	Vmn1r243	ENSMUST00000172989	921	0.4278
ENSMUSG00000095806	Vmn1r244	ENSMUST00000105209	915	0.4208
ENSMUSG00000096386	Vmn1r100	ENSMUST00000177815	921	0.4278
ENSMUSG00000094545	Vmn1r101	ENSMUST00000164245	921	0.4354
ENSMUSG00000040209	Zfp704	ENSMUST00000041124	1698	0.6249
ENSMUSG00000094762	Gm10670	ENSMUST00000098744	963	0.4164
ENSMUSG00000050463	Krt78	ENSMUST00000164932	3204	0.5696
ENSMUSG00000096663	Vmn1r103	ENSMUST00000163461	915	0.423
ENSMUSG00000050945	Zfp438	ENSMUST00000063989	2394	0.4987
ENSMUSG00000096903	Vmn1r104	ENSMUST00000169689	921	0.4289
ENSMUSG00000096761	Vmn1r245	ENSMUST00000173886	921	0.4332
ENSMUSG00000051065	Mb21d2	ENSMUST00000100023	1473	0.556
ENSMUSG00000095837	Vmn1r246	ENSMUST00000174364	918	0.427
ENSMUSG00000109060	Gm4513	ENSMUST00000207881	903	0.485
ENSMUSG00000020132	Rab21	ENSMUST00000020343	666	0.5075
ENSMUSG00000022525	Plaat1	ENSMUST00000089824	501	0.4691
ENSMUSG00000049382	Krt8	ENSMUST00000023952	1470	0.5735
ENSMUSG00000095275	Vmn1r107	ENSMUST00000179079	921	0.43
ENSMUSG00000095768	Vmn1r111	ENSMUST00000179511	918	0.4281
ENSMUSG00000031546	Gins4	ENSMUST00000033950	669	0.4978
ENSMUSG00000006740	Kif5b	ENSMUST00000025083	2889	0.4351
ENSMUSG00000018995	Nars2	ENSMUST00000044466	1431	0.4906
ENSMUSG00000015341	Golga7	ENSMUST00000051094	411	0.4769
ENSMUSG00000025369	Smarcc2	ENSMUST00000105235	3639	0.5617
ENSMUSG00000026154	Sdhaf4	ENSMUST00000027338	312	0.5
ENSMUSG00000027508	Pag1	ENSMUST00000161949	1287	0.5625
ENSMUSG00000022680	Pdxdc1	ENSMUST00000023361	2367	0.4913
ENSMUSG00000023043	Krt18	ENSMUST00000023803	1269	0.5619
ENSMUSG00000032171	Pin1	ENSMUST00000034689	495	0.5818
ENSMUSG00000021725	Parp8	ENSMUST00000022239	2673	0.4826
ENSMUSG00000073530	Pappa2	ENSMUST00000159861	5367	0.5232
ENSMUSG00000032119	Hinfp	ENSMUST00000216508	1509	0.5374
ENSMUSG00000058655	Eif4b	ENSMUST00000169681	1833	0.5379
ENSMUSG00000027859	Ngf	ENSMUST00000106925	921	0.5494
ENSMUSG00000039963	Ccdc40	ENSMUST00000236813	3786	0.5475
ENSMUSG00000031548	Sfrp1	ENSMUST00000033952	942	0.586
ENSMUSG00000095190	Gm10668	ENSMUST00000191073	903	0.4884
ENSMUSG00000094284	Vmn1r112	ENSMUST00000174538	891	0.4254
ENSMUSG00000030538	Cib1	ENSMUST00000065163	573	0.5445
ENSMUSG00000037492	Zmat4	ENSMUST00000042352	687	0.5051
ENSMUSG00000028163	Nfkb1	ENSMUST00000029812	2913	0.5266
ENSMUSG00000042286	Stab1	ENSMUST00000036618	7713	0.5741
ENSMUSG00000032172	Olfm2	ENSMUST00000217198	1434	0.5893
ENSMUSG00000040782	Cop1	ENSMUST00000076894	2199	0.4766
ENSMUSG00000067591	Klra3	ENSMUST00000111998	798	0.3822
ENSMUSG00000037003	Tns2	ENSMUST00000046144	4221	0.589
ENSMUSG00000024240	Epc1	ENSMUST00000028100	2439	0.5055
ENSMUSG00000079853	Klra1	ENSMUST00000032288	786	0.3931
ENSMUSG00000025234	Arih1	ENSMUST00000171975	1665	0.4895
ENSMUSG00000056313	Tcim	ENSMUST00000052622	318	0.5157
ENSMUSG00000031549	Ido2	ENSMUST00000121992	1215	0.549
ENSMUSG00000084957	Bbip1	ENSMUST00000135402	201	0.4627
ENSMUSG00000000631	Myo18a	ENSMUST00000168348	6249	0.5764
ENSMUSG00000050973	Gdpgp1	ENSMUST00000062915	1158	0.5682
ENSMUSG00000031551	Ido1	ENSMUST00000033956	1221	0.5053
ENSMUSG00000004508	Gab2	ENSMUST00000004622	1998	0.542
ENSMUSG00000020652	Cenpo	ENSMUST00000140975	894	0.5067
ENSMUSG00000030187	Klra2	ENSMUST00000088867	963	0.4174
ENSMUSG00000024976	Shoc2	ENSMUST00000169861	1746	0.4479
ENSMUSG00000005534	Insr	ENSMUST00000091291	4116	0.5175
ENSMUSG00000049526	Tmem202	ENSMUST00000055345	825	0.4921
ENSMUSG00000033717	Adra2a	ENSMUST00000036700	1395	0.6516
ENSMUSG00000094085	Vmn1r114	ENSMUST00000098737	963	0.4164
ENSMUSG00000039318	Rab3gap2	ENSMUST00000069652	4161	0.5042
ENSMUSG00000091435	Vmn1r115	ENSMUST00000169374	885	0.4203
ENSMUSG00000030092	Cntn6	ENSMUST00000089215	3084	0.4361
ENSMUSG00000024978	Gpam	ENSMUST00000235957	2481	0.5131
ENSMUSG00000095973	Vmn1r116	ENSMUST00000164288	921	0.4289
ENSMUSG00000096737	Vmn1r117	ENSMUST00000166937	921	0.43
ENSMUSG00000035713	Usp35	ENSMUST00000139582	3027	0.6108
ENSMUSG00000039540	4921524L21Rik	ENSMUST00000044829	1314	0.4521
ENSMUSG00000025232	Hexa	ENSMUST00000026262	1584	0.5322
ENSMUSG00000056608	Chd9	ENSMUST00000209423	8655	0.4662
ENSMUSG00000096199	Ptrhd1	ENSMUST00000179139	420	0.5667
ENSMUSG00000042472	Zfp410	ENSMUST00000045931	1434	0.5021
ENSMUSG00000048939	Atp13a5	ENSMUST00000075806	3648	0.4846
ENSMUSG00000094589	Vmn1r118	ENSMUST00000172322	918	0.4303
ENSMUSG00000045467	Ttll13	ENSMUST00000058266	2412	0.5174
ENSMUSG00000073639	Rab18	ENSMUST00000234626	636	0.4387
ENSMUSG00000041440	Gk5	ENSMUST00000085217	1602	0.4875
ENSMUSG00000038116	Phf20	ENSMUST00000037401	3030	0.5033
ENSMUSG00000031221	Igbp1	ENSMUST00000033570	1020	0.4922
ENSMUSG00000110086	Smim32	ENSMUST00000210744	309	0.7023
ENSMUSG00000061013	Mkx	ENSMUST00000079788	1062	0.532
ENSMUSG00000045034	Ankrd34b	ENSMUST00000061594	1524	0.5125
ENSMUSG00000044952	Kctd21	ENSMUST00000054107	780	0.5449
ENSMUSG00000094010	Vmn1r119	ENSMUST00000164683	921	0.4267
ENSMUSG00000093986	Vmn1r120	ENSMUST00000105202	915	0.4186
ENSMUSG00000094680	Vmn1r121	ENSMUST00000105197	942	0.4161
ENSMUSG00000047084	Ngrn	ENSMUST00000117989	879	0.5438
ENSMUSG00000067597	Dgat2l6	ENSMUST00000037541	1011	0.4679
ENSMUSG00000027533	Fabp5	ENSMUST00000029046	405	0.5111
ENSMUSG00000061802	Odad2	ENSMUST00000234788	3111	0.4587
ENSMUSG00000094001	Vmn1r122	ENSMUST00000164409	915	0.4175
ENSMUSG00000035704	Alg8	ENSMUST00000098300	1578	0.4772
ENSMUSG00000034334	Fam151b	ENSMUST00000040106	837	0.4886
ENSMUSG00000041147	Brca2	ENSMUST00000202313	9987	0.4153
ENSMUSG00000021997	Lrrc63	ENSMUST00000022574	1914	0.431
ENSMUSG00000049230	Myef2l	ENSMUST00000061419	1494	0.4712
ENSMUSG00000040229	Gpr34	ENSMUST00000041708	1125	0.3813
ENSMUSG00000052468	Pmp2	ENSMUST00000029034	396	0.4697
ENSMUSG00000021728	Emb	ENSMUST00000022242	990	0.4535
ENSMUSG00000103124	Gm37389	ENSMUST00000194885	285	0.4807
ENSMUSG00000027528	Fabp9	ENSMUST00000191678	426	0.4531
ENSMUSG00000021998	Lcp1	ENSMUST00000124499	1881	0.496
ENSMUSG00000046229	Scand1	ENSMUST00000079125	426	0.7559
ENSMUSG00000047678	Gpr82	ENSMUST00000053659	984	0.3902
ENSMUSG00000027238	Frmd5	ENSMUST00000110592	1710	0.5257
ENSMUSG00000030188	Magohb	ENSMUST00000032307	444	0.4257
ENSMUSG00000024979	Tectb	ENSMUST00000120936	1017	0.5202
ENSMUSG00000015665	Awat1	ENSMUST00000096361	984	0.5091
ENSMUSG00000062515	Fabp4	ENSMUST00000029041	396	0.4848
ENSMUSG00000030647	Ndufc2	ENSMUST00000032882	360	0.5
ENSMUSG00000069520	Tmem19	ENSMUST00000217887	1053	0.5071
ENSMUSG00000078346	H2al1n	ENSMUST00000105137	327	0.5168
ENSMUSG00000035686	Thrsp	ENSMUST00000043077	450	0.5822
ENSMUSG00000027858	Tspan2	ENSMUST00000029451	663	0.4887
ENSMUSG00000044359	P2ry4	ENSMUST00000053373	1083	0.5254
ENSMUSG00000004098	Col5a3	ENSMUST00000004201	5217	0.6262
ENSMUSG00000051727	Kctd14	ENSMUST00000206658	861	0.5447
ENSMUSG00000063558	Aox1	ENSMUST00000001027	3999	0.4999
ENSMUSG00000025037	Maoa	ENSMUST00000026013	1578	0.4575
ENSMUSG00000057440	Mpp7	ENSMUST00000115869	1728	0.4485
ENSMUSG00000032899	Styk1	ENSMUST00000049150	1287	0.5206
ENSMUSG00000096513	Vmn1r247	ENSMUST00000172863	942	0.414
ENSMUSG00000096760	Vmn1r248	ENSMUST00000105196	915	0.423
ENSMUSG00000021706	Zfyve16	ENSMUST00000022217	4584	0.4243
ENSMUSG00000095064	Vmn1r135	ENSMUST00000170931	921	0.4256
ENSMUSG00000021234	Fam161b	ENSMUST00000065536	1767	0.5535
ENSMUSG00000095191	Vmn1r249	ENSMUST00000105195	921	0.4332
ENSMUSG00000023942	Slc29a1	ENSMUST00000167692	1380	0.5406
ENSMUSG00000055523	Gucy2g	ENSMUST00000069183	3300	0.5345
ENSMUSG00000095976	Gm5891	ENSMUST00000186212	939	0.4878
ENSMUSG00000095962	Vmn1r137	ENSMUST00000177884	921	0.4311
ENSMUSG00000095163	Vmn1r138	ENSMUST00000179206	918	0.4281
ENSMUSG00000060890	Arr3	ENSMUST00000113769	1143	0.5013
ENSMUSG00000096283	Gm6176	ENSMUST00000207633	903	0.485
ENSMUSG00000074311	Vmn1r139	ENSMUST00000169730	891	0.4254
ENSMUSG00000096304	Gm16451	ENSMUST00000173484	921	0.4321
ENSMUSG00000096348	Vmn1r250	ENSMUST00000098722	963	0.4174
ENSMUSG00000095273	Vmn1r142	ENSMUST00000169697	915	0.423
ENSMUSG00000030534	Vps33b	ENSMUST00000032749	1851	0.5084
ENSMUSG00000024981	Acsl5	ENSMUST00000043150	2049	0.4646
ENSMUSG00000046957	Spz1	ENSMUST00000050658	1134	0.485
ENSMUSG00000053897	Slc39a8	ENSMUST00000081978	1386	0.5043
ENSMUSG00000021730	Hcn1	ENSMUST00000006991	2730	0.5231
ENSMUSG00000030189	Ybx3	ENSMUST00000032309	1083	0.6307
ENSMUSG00000020647	Ncoa1	ENSMUST00000220434	4341	0.5013
ENSMUSG00000021703	Serinc5	ENSMUST00000049488	1383	0.5177
ENSMUSG00000022679	Mpv17l	ENSMUST00000023360	582	0.6031
ENSMUSG00000026153	Fam135a	ENSMUST00000027337	4518	0.4159
ENSMUSG00000036966	Spryd3	ENSMUST00000154032	1326	0.5641
ENSMUSG00000032120	C2cd2l	ENSMUST00000065080	2118	0.6053
ENSMUSG00000021731	Mrps30	ENSMUST00000022245	1326	0.5513
ENSMUSG00000041132	N4bp2l1	ENSMUST00000016279	714	0.5364
ENSMUSG00000040147	Maob	ENSMUST00000040820	1560	0.4724
ENSMUSG00000020137	Thap2	ENSMUST00000218842	651	0.4147
ENSMUSG00000034163	Zfc3h1	ENSMUST00000036044	5976	0.4547
ENSMUSG00000024982	Zdhhc6	ENSMUST00000224291	1263	0.4529
ENSMUSG00000021702	Thbs4	ENSMUST00000022213	2889	0.5434
ENSMUSG00000021999	Cpb2	ENSMUST00000022576	1266	0.4502
ENSMUSG00000029094	Afap1	ENSMUST00000064571	2193	0.5577
ENSMUSG00000038094	Atp13a4	ENSMUST00000182627	3579	0.4811
ENSMUSG00000023046	Igfbp6	ENSMUST00000023807	714	0.6303
ENSMUSG00000095577	Gm6619	ENSMUST00000159229	525	0.4705
ENSMUSG00000094113	5430401F13Rik	ENSMUST00000161385	525	0.4648
ENSMUSG00000027857	Tshb	ENSMUST00000029450	414	0.4807
ENSMUSG00000022000	Zc3h13	ENSMUST00000227049	5190	0.5052
ENSMUSG00000023045	Soat2	ENSMUST00000023806	1575	0.574
ENSMUSG00000054497	Tas2r130	ENSMUST00000067597	936	0.4167
ENSMUSG00000053389	Tas2r107	ENSMUST00000065781	924	0.3745
ENSMUSG00000057754	Tas2r106	ENSMUST00000076756	924	0.3539
ENSMUSG00000061977	Tas2r104	ENSMUST00000072404	906	0.3786
ENSMUSG00000051153	Tas2r105	ENSMUST00000053652	900	0.3822
ENSMUSG00000015668	Pdzd11	ENSMUST00000015812	420	0.5
ENSMUSG00000063478	Tas2r114	ENSMUST00000080619	927	0.3549
ENSMUSG00000096071	Vmn1r143	ENSMUST00000171622	921	0.4289
ENSMUSG00000094981	Vmn1r251	ENSMUST00000163096	921	0.4289
ENSMUSG00000021704	Mtx3	ENSMUST00000076169	936	0.4968
ENSMUSG00000004347	Pde1c	ENSMUST00000239143	2583	0.499
ENSMUSG00000025133	Ints4	ENSMUST00000026126	2892	0.4837
ENSMUSG00000027530	Fabp12	ENSMUST00000029043	396	0.4646
ENSMUSG00000033099	Nol12	ENSMUST00000138880	651	0.576
ENSMUSG00000021732	Fgf10	ENSMUST00000022246	627	0.488
ENSMUSG00000091722	Siah3	ENSMUST00000164848	804	0.5697
ENSMUSG00000034913	Cby2	ENSMUST00000164082	1338	0.5628
ENSMUSG00000040138	Ndp	ENSMUST00000040134	393	0.5267
ENSMUSG00000021541	Trpc7	ENSMUST00000022023	2586	0.5255
ENSMUSG00000025038	Efhc2	ENSMUST00000026014	2250	0.4107
ENSMUSG00000023044	Csad	ENSMUST00000023805	1479	0.5896
ENSMUSG00000029655	N4bp2l2	ENSMUST00000118316	1725	0.4203
ENSMUSG00000022002	Erich6b	ENSMUST00000238633	1722	0.4756
ENSMUSG00000027531	Impa1	ENSMUST00000065938	831	0.4765
ENSMUSG00000090841	Myl6	ENSMUST00000219236	474	0.5443
ENSMUSG00000053773	Rdh8	ENSMUST00000066387	951	0.5741
ENSMUSG00000034893	Cog3	ENSMUST00000049168	2484	0.4642
ENSMUSG00000034311	Kif4	ENSMUST00000048962	3693	0.4592
ENSMUSG00000029093	Sorcs2	ENSMUST00000037370	3477	0.5824
ENSMUSG00000032123	Dpagt1	ENSMUST00000054708	1230	0.5236
ENSMUSG00000094149	Vmn1r252	ENSMUST00000167253	918	0.4292
ENSMUSG00000093871	Vmn1r253	ENSMUST00000172551	921	0.4278
ENSMUSG00000093917	Vmn1r254	ENSMUST00000105187	915	0.4208
ENSMUSG00000095543	Vmn1r148	ENSMUST00000177774	921	0.4278
ENSMUSG00000094542	Vmn1r149	ENSMUST00000165916	921	0.4365
ENSMUSG00000096871	Gm10665	ENSMUST00000098720	963	0.4164
ENSMUSG00000093853	Vmn1r151	ENSMUST00000166079	915	0.423
ENSMUSG00000095383	Vmn1r152	ENSMUST00000168326	921	0.4289
ENSMUSG00000094748	Vmn1r255	ENSMUST00000174637	921	0.4332
ENSMUSG00000024283	Wac	ENSMUST00000167020	1938	0.4427
ENSMUSG00000095984	Vmn1r256	ENSMUST00000174775	918	0.427
ENSMUSG00000109396	Gm4565	ENSMUST00000208134	903	0.485
ENSMUSG00000094905	Vmn1r155	ENSMUST00000177632	921	0.43
ENSMUSG00000049932	H2ax	ENSMUST00000052686	429	0.6993
ENSMUSG00000025040	Fundc1	ENSMUST00000026016	465	0.4473
ENSMUSG00000038930	Rccd1	ENSMUST00000047362	1131	0.5862
ENSMUSG00000103392	Gm38303	ENSMUST00000192603	300	0.4467
ENSMUSG00000032297	Celf6	ENSMUST00000118549	1443	0.6216
ENSMUSG00000037922	Bank1	ENSMUST00000041577	2349	0.4513
ENSMUSG00000022003	Slc25a30	ENSMUST00000022580	873	0.5086
ENSMUSG00000015829	Tnr	ENSMUST00000192069	4074	0.5388
ENSMUSG00000029198	Grpel1	ENSMUST00000031099	651	0.5438
ENSMUSG00000020640	Itsn2	ENSMUST00000220311	5055	0.475
ENSMUSG00000027108	Ola1	ENSMUST00000028517	1188	0.4234
ENSMUSG00000029196	Tada2b	ENSMUST00000031097	1260	0.5429
ENSMUSG00000025043	Dusp21	ENSMUST00000026018	567	0.4603
ENSMUSG00000019359	Gdpd2	ENSMUST00000019503	1617	0.5343
ENSMUSG00000050677	Ccdc96	ENSMUST00000060100	1752	0.5691
ENSMUSG00000038023	Atp6v0a2	ENSMUST00000037865	2568	0.5304
ENSMUSG00000031552	Adam18	ENSMUST00000033957	2157	0.4506
ENSMUSG00000095081	Vmn1r257	ENSMUST00000178871	918	0.4259
ENSMUSG00000095363	Gm4567	ENSMUST00000190554	903	0.4884
ENSMUSG00000047419	Cmya5	ENSMUST00000062122	11028	0.487
ENSMUSG00000060126	Tpt1	ENSMUST00000110894	516	0.4632
ENSMUSG00000095619	Vmn1r157	ENSMUST00000178215	891	0.422
ENSMUSG00000094700	Vmn1r158	ENSMUST00000174643	921	0.4365
ENSMUSG00000095931	Vmn1r159	ENSMUST00000167871	915	0.4197
ENSMUSG00000094931	Vmn1r160	ENSMUST00000171745	921	0.4256
ENSMUSG00000028644	Ermap	ENSMUST00000138395	1776	0.5304
ENSMUSG00000058921	Slc10a5	ENSMUST00000078748	1302	0.4639
ENSMUSG00000035642	Aamdc	ENSMUST00000154853	450	0.5267
ENSMUSG00000027855	Sycp1	ENSMUST00000029448	2979	0.3447
ENSMUSG00000039824	Myl6b	ENSMUST00000026428	621	0.5668
ENSMUSG00000056222	Spock1	ENSMUST00000185502	1326	0.5671
ENSMUSG00000067995	Gtf2f2	ENSMUST00000088922	747	0.4565
ENSMUSG00000020140	Lgr5	ENSMUST00000020350	2721	0.4994
ENSMUSG00000000881	Dlg3	ENSMUST00000087984	2547	0.5367
ENSMUSG00000046523	Kctd4	ENSMUST00000050120	777	0.4376
ENSMUSG00000024983	Vti1a	ENSMUST00000223690	672	0.5149
ENSMUSG00000022008	Gpalpp1	ENSMUST00000022585	1038	0.4624
ENSMUSG00000090394	4930523C07Rik	ENSMUST00000163892	297	0.5017
ENSMUSG00000031666	Rbl2	ENSMUST00000034091	3405	0.4869
ENSMUSG00000022009	Nufip1	ENSMUST00000022586	1452	0.491
